"X","user_username","text","tweet_id","lang","sourcetweet_type","quote_count","user_verified","extracted_hashtags","tagged"
228,"StudyUCEM","meet  disability  welfare team  team  host  webinar  applicant  even  talk     support available  study   disability neurodiversity  health condition visit  register",1498587227277955072,"en","999",0,TRUE,"#BuiltForSupport",""
250,"cmi_managers","  happen   world view differently  everyone notice  strength  can come   difference first instead   challenge share  fantastic insight",1498695554569805824,"en","999",1,TRUE,"#Neurodiversity","@NancyDoylePsych"
276,"rmpbs"," want ross   able  experience  complete life one   can  meaningful work one   can live   community    respect   friend welcome  tall tale ranch",1498677257950445568,"en","999",0,TRUE,"",""
308,"SurreyPolice","womens history month ampinternational womens day  come   month  celebration   woman   host  workshop   internalamp external speaker   cover various topic like nutrition lifestyle  shift worker neurodiversity",1498659669283332096,"en","999",1,TRUE,"#IWD2022 #BreakTheBias",""
385,"BadAstronomer","nasas neurodiversity network  look  high school intern  summer  can read much    apply ",1498725492400312320,"en","999",0,TRUE,"",""
415,"OneMindOrg","today    far  many individual    discriminate     mental health  mental health condition   crucial   continue  fight  stigma surround brain health  embrace neurodiversity",1498705232053903360,"en","999",0,TRUE,"#ZeroDiscriminationDay",""
666,"AucklandUni","professor  say teacher train need  include much guidance  educate neurodiverse child    like  dyslexia adhd  autism spectrum disorder",1498923566959669248,"en","999",0,TRUE,"#education #neurodiversity","@WaldieKaren @PsychUoA"
673,"sarahnadav","neurodiversity   super power   tech world",1498919891465908224,"en","999",0,TRUE,"",""
762,"mozillafestival","join  create neurodiverse wellbeing space   explore   digital age    interest  break  barrier amp build network  trust amp equity secure  mozfest ticket ",1498971945844588544,"en","999",1,TRUE,"#MozFest #neurodiversity",""
763,"mozillafestival","join  create neurodiverse wellbeing space   explore   digital age    interest  break  barrier amp build network  trust amp equity secure  mozfest ticket ",1498971831646232576,"en","999",2,TRUE,"#MozFest #neurodiversity",""
906,"LSEPhilosophy","philosophy   art  dance  big idea   big  idea often require  new perspective sam crutcher  explore philosophy  neurodiversity   new post   philosophy blog",1499057946520481792,"en","999",1,TRUE,"#LSE","@LSESocialPolicy"
1364,"AllieLarkin","yes  also just see  meme call   person  horrible action  fail  ged fail  test can  neurodiversity relate  anxiety   many thing   not_matter  relation   person hatefuldestructive action  action   thing  point ",1499168272985780224,"en","999",0,TRUE,"","@courtneylcraig"
1375,"dyslexicadv","premium  multiple choice test  good test format  student  dyslexia find ",1499157612557918208,"en","999",0,TRUE,"#dyslexia #dyslexicadvantage #neurodiversity #multiplechoice #testing #dyslexicstudents #assessments",""
1492,"TheDrum"," take james marsden year  disclose  hide disability   manager  fear  seem weak  say company   long way  go   come  accommodate people like ",1499350227223941120,"en","999",0,TRUE,"#Neurodiversity #Disability #Accessibility","@RAPP"
1498,"NeilMilliken","hello learn   work   amaze people work   space  can sign    celebrate award   link",1499347506911719424,"en","999",0,TRUE,"#neurodiersesquad #Neurodiversity",""
1716,"KnowsleyCouncil","knowsley council   team   deliver free webinars  raise awareness  learn disability  neurodiverse condition  onehour session  completely free  attend",1499399260080521216,"en","999",1,TRUE,"","@lpoolcouncil"
1768,"SANSInstitute","join us   summit   pack  content develop    nd professional  invaluable  anyone  manage report  work   want  support nd colleaguesfriends register now  free",1499448737235668992,"en","999",3,TRUE,"#NeurodiversitySummit #cybersecurity",""
1974,"dralissajay"," field  million job opening accord  cybersecurity venture think leadership   via",1499512637792702464,"en","999",0,TRUE,"#Cybersecurity #Neurodiversity","@CybersecuritySF @BankofAmerica @businessinsider"
2000,"ScienceUoA","professor karen waldie   want educator   able  access much knowledge  improve outcome  neurodiverse learner  prevent  end   mental health issue  late life explore much",1499505503767916544,"en","999",0,TRUE,"","@PsychUoA"
2078,"OISTedu","   meet one person    meet one person  autism many thank   panelist   asperger autism network  share  live experience   research community  knowledge  understand",1499562175475634176,"en","999",0,TRUE,"#autism #neurodiversity",""
2256,"A_L_T","blog neurodivergence  online learn   pandemic   neurodiversity post ",1499739450741383168,"en","999",1,TRUE,"#ALTC #altc",""
2346,"jobs_gc","help us spread  word  neurodiversity  work recruitment program aim  hire people   autism spectrum   identify  neurodivergent   numb  position   see   job opening amp apply  march ",1499793801396822016,"en","999",0,TRUE,"#GC",""
2359,"npaa_uk","neurouniformity   opposite  neurodiversity although  can go  neurosimilar   sentence  avoid mental image  everyone wear   clothe",1499787426805567488,"en","999",0,TRUE,"","@SueReviews"
2369,"PACEYchildcare"," next pacey live webinar   pm  thursday march    join  dr pooja sharma senior development officer    explore neurodiversity   early year pacey member can register   webinar  free ",1499783481915846656,"en","999",0,TRUE,"","@CDC_tweets"
2446,"MDBiz","s meaningful community service  core foundation program  rockville  host  neurodiversity  work job fair   pm  event  feature onsite interview  direct service professional",1499825771690528768,"en","999",0,TRUE,"","@KennedyKrieger"
2454,"colgateuniv","set   vague familiar time  place kinderkrankenhaus   child  find  within  grey wall   hospital  production recently stage  brehmer auditorium celebrate neurodiversity    message  production",1499823745015459840,"en","999",0,TRUE,"",""
2528,"dyslexicadv","homeschooling   pandemic  still  powerful option  student  financially viable read ",1499882384245809152,"en","999",0,TRUE,"#dyslexia #dyslexicadvantage #neurodiversity #homeschool #covid #pandemiceducation #dyslexicstudents",""
2584,"EmilySchooley","neurotypical people just click  mouse  program open    go   people  neurodiversity  executive function issue sometimes  mouse  not_work  program  often freeze  crash sometimes    restart  system",1499849487912964096,"en","999",0,TRUE,"",""
2809,"jayannlopez_"," see  discoursejokes  make  shayne     look   social interactionmannerisms   lens   personally   family member   asperger    wonder  neurodiversity  take   account",1500082152288968704,"en","999",0,TRUE,"#LoveIsBlind",""
3019,"stevesilberman","please join   thu mar   free online discussion   history   host    invite reporter author   brilliant   not_break  join    conversation see  ",1500168981302288384,"en","999",2,TRUE,"#autism #neurodiversity #NeuroTribes #autistic","@LivLibrary @EricMGarcia"
3318,"npaa_uk"," couple  post  neurodiversity language amp social medium   great  see  many post  autism amp nd  police account  sm    new subject  many  us amp   not_always get language amp terminology right  prefer   autisticnd community",1500232672995684352,"en","999",1,TRUE,"",""
3726,"PFEW_HQ","neurodiversity  become much understand  celebrate   society    workplace rather   see   disorder    police service behind  curve find  much   month",1500471267912265728,"en","999",0,TRUE,"#PoliceMag",""
4029,"eatlikeagirl","also   not_a judgement  just assume quite rightly   comment   hadnt  online much  whereas  always    much  also part   neurodiversity   take thing  literally",1500786445681897472,"en","999",0,TRUE,"","@SigneSJohansen @theidahochef"
4288,"psychmag"," psychology fall behind  time  neurodiversity",1500853163246690304,"en","999",0,TRUE,"",""
4306,"LSEPhilosophy","philosophy   art  dance  big idea   big  idea often require  new perspective sam crutcher  explore philosophy  neurodiversity   new post   philosophy blog",1500847236464488448,"en","999",1,TRUE,"#LSE","@LSESocialPolicy"
4327,"dlrcc"," ability ireland   lead body  perform art support neurodiversity amp mental health  deliver bespeak creativelife skill programme check   upcoming event  teen amp kid ",1500916695019438080,"en","999",0,TRUE,"#dlrCommunity","@Crosscare1 @ComhairleNaNog1"
4344,"Kris10Parisi","microsoft quietly unveil  pilot program aim  connect neurodivergent talent  job company must   member  s neurodiversity work roundtable amp   establish neurodiverse hire program detail",1500911770113880064,"en","999",7,TRUE,"","@DisabilityIN"
4347,"HR_Brew"," neurodiversity career connector aim  help employer tap   neurodiverse talent pool",1500911503196794880,"en","999",0,TRUE,"",""
4443,"NielsenMassey","bake  neurodiversity give   space   thought can go quiet   can concentrate  something  create  beautiful outcome  beautiful outcome indeed   lucky  partner   incredible talent",1500944391334207488,"en","999",1,TRUE,"","@lizzieacker_ @people"
4468,"DisabilityIN"," disabilityin  establish  work employer roundtable  neurodiversity career connector  aim  help employer tap   neurodiverse pool learn much  via",1500935672772898816,"en","999",1,TRUE,"#Neurodiversity #talent","@Microsoft @HR_Brew"
4487,"jobs_gc"," neurodiversity  work recruitment program aim  hire people  identify  neurodivergent  focus  ability not_disability offer assessment  workplace accommodation  much much apply  march ",1500932723225075712,"en","999",0,TRUE,"#GC",""
4586,"Lever","study  show  despite  many benefit organization can reap  work  talent  individual continue   overlook   simple tip  hire   talent",1500969652524130304,"en","999",0,TRUE,"#neurodivergent",""
4598,"Big_Heritage"," little team  honest   neurodiversity  client  mean   not_get  slick sale pitch   swanky office   get train  thought  solution  get nowhere else  attention  detail  hadnt realise  need   errrneed ",1500961292257009664,"en","999",0,TRUE,"",""
4670,"ForbesEurope","professor amanda kirby highlight forget neurodiversity heroine  international womens day",1501093137569177600,"en","999",0,TRUE,"",""
4707,"NHSKentCHFT","  next workshop   ever hear  term neurodiversity    relatively new term   use  describe  different way  brain can work  interpret information  highlight  people naturally think  thing differently",1501170258320805888,"en","999",0,TRUE,"",""
4869,"JoeyAkan","find   adhd  become fashionable  never_not_make  blood crawl     fight   life  people think  make  cool  claim neurodiversity perhaps one day  brain  produce  imbalance  chemical see  fun  ",1501181952514301952,"en","999",4,TRUE,"",""
4921,"MDBiz"," host  neurodiversity  work job fair   meaningful community service  core foundation program   pm  event  include onsite interview  direct service professional",1501227139269644288,"en","999",0,TRUE,"#ICYMI","@KennedyKrieger"
5014,"christopherward","goodness thisll   first time ever  lisbon   portugal   matter thank  much   accept  code  mental illness survival guide talk give  platform  neurodiversity awareness make   immense difference",1501276446093811712,"en","999",0,TRUE,"","@droidconLisbon"
5052,"CMHABC"," march join  learn  increase accessibility   full neurodiversity  thinker  postsecondary space",1501260473739665408,"en","999",0,TRUE,"","@CMHInnovation"
5056,"lambeth_council","livity school passage share  view woodland community centre leigham court rd sw pj march pm free q amp   plan  livity school art workshop plant amp paint  chili pot learn cic",1501256597359706112,"en","999",0,TRUE,"","@inuse_reuse @Neurodiversity"
5131,"jobs_gc","    someone  know  person  identify  neurodivergent  look   new career  neurodiversity  work program  hire   variety  job see   career opportunity  apply  march ",1501309326857809920,"en","999",0,TRUE,"#GC",""
5220,"PWDAustralia","  not_okay almost half  australian experience  mental health condition   lifetime  million adult  anxiety  depression",1501339436810137600,"en","999",0,TRUE,"#MentalIlness #MentalHealth #Neurodiversity #PsychosocialSupport",""
5248,"stevesilberman","please join  thu mar  pm ptpm et   free online discussion   history      bless   presence  author    not_break host  see ",1501333582689681408,"en","999",1,TRUE,"#autism #neurodiversity #NeuroTribes #autistic","@EricMGarcia @LivLibrary"
5444,"Rubberbandits","new podcast  speak  neuroscientist  psychologist professor anna abraham     expert   human brain  creativity  speak   creative brain art neurodiversity  creative flow   fascinate",1501498552505323520,"en","999",5,TRUE,"","@CreativeBrainWk"
5448,"AnneRabbitte"," paris today     counterpart attend ministerial conference  disability topic incl accessibility amp mobility support educational opportunity neurodiversity research amp inclusive employment  interest suggestion  bring back ",1501596691316756480,"en","999",1,TRUE,"","@dcediy"
5690,"SStaffsPolice","today staffordshire police autism champion pcso phillip millichap visit  local college  speak  student   career   force   passionate  break  barrier around autism  neurodiversity  inspire   never_give  continue",1501652155492667392,"en","999",0,TRUE,"",""
5884,"Acrobat","lisa nicole rosado found  uplift womenowned small business  explain   neurodiversity  help herand  business owner  supportsthrive",1501739622371500032,"en","999",0,TRUE,"#WomensHistoryMonth","@WeAreWomenOwned"
6053,"Bernard_Lane"," one 3  child amp young people refer   tavistock clinic  autism   type  neurodiversity  reason   change  not_adequately investigate  understand",1501897988469248000,"en","999",1,TRUE,"",""
6115,"lambeth_council","  say free q amp   work plan  livity school passage art workshop plant amp paint  chili pot woodland community centre leigham court road sw pj march pm learn cic",1501951216078573568,"en","999",0,TRUE,"","@inuse_reuse @Neurodiversity"
