"X","user_username","tweet_id","lang","sourcetweet_type","quote_count","user_verified","extracted_hashtags","tagged","word"
20977,"UNYouthEnvoy",1506322543656980480,"en","999",0,TRUE,"#NeurodiversityCelebrationWeek","","check"
20977,"UNYouthEnvoy",1506322543656980480,"en","999",0,TRUE,"#NeurodiversityCelebrationWeek","","schedule"
20977,"UNYouthEnvoy",1506322543656980480,"en","999",0,TRUE,"#NeurodiversityCelebrationWeek","","event"
21123,"HolSmale",1506351539044163584,"en","999",0,TRUE,"","@UNYouthEnvoy @NCWeek @SienaCastellon","neurodivergent"
21123,"HolSmale",1506351539044163584,"en","999",0,TRUE,"","@UNYouthEnvoy @NCWeek @SienaCastellon","people"
21123,"HolSmale",1506351539044163584,"en","999",0,TRUE,"","@UNYouthEnvoy @NCWeek @SienaCastellon","not_have"
21123,"HolSmale",1506351539044163584,"en","999",0,TRUE,"","@UNYouthEnvoy @NCWeek @SienaCastellon","neurodiversity"
21123,"HolSmale",1506351539044163584,"en","999",0,TRUE,"","@UNYouthEnvoy @NCWeek @SienaCastellon","not_with"
21123,"HolSmale",1506351539044163584,"en","999",0,TRUE,"","@UNYouthEnvoy @NCWeek @SienaCastellon","effort"
21123,"HolSmale",1506351539044163584,"en","999",0,TRUE,"","@UNYouthEnvoy @NCWeek @SienaCastellon","listen"
21236,"IndyVoices",1506360062129979392,"en","999",0,TRUE,"","","neurodiversity"
21236,"IndyVoices",1506360062129979392,"en","999",0,TRUE,"","","week"
21236,"IndyVoices",1506360062129979392,"en","999",0,TRUE,"","","reminder"
21236,"IndyVoices",1506360062129979392,"en","999",0,TRUE,"","","ignorant"
21236,"IndyVoices",1506360062129979392,"en","999",0,TRUE,"","","son"
21236,"IndyVoices",1506360062129979392,"en","999",0,TRUE,"","","autism"
21236,"IndyVoices",1506360062129979392,"en","999",0,TRUE,"","","diagnosis"
21236,"IndyVoices",1506360062129979392,"en","999",0,TRUE,"","","change"
21236,"IndyVoices",1506360062129979392,"en","999",0,TRUE,"","","celine"
21236,"IndyVoices",1506360062129979392,"en","999",0,TRUE,"","","assaf"
21510,"RoyalSocietyVic",1.506410972223e+18,"en","999",1,TRUE,"","@QueersInScience @TheFlorey @midsumma","no_two"
21510,"RoyalSocietyVic",1.506410972223e+18,"en","999",1,TRUE,"","@QueersInScience @TheFlorey @midsumma","people"
21510,"RoyalSocietyVic",1.506410972223e+18,"en","999",1,TRUE,"","@QueersInScience @TheFlorey @midsumma","read"
21510,"RoyalSocietyVic",1.506410972223e+18,"en","999",1,TRUE,"","@QueersInScience @TheFlorey @midsumma","article"
21510,"RoyalSocietyVic",1.506410972223e+18,"en","999",1,TRUE,"","@QueersInScience @TheFlorey @midsumma","everyones"
21510,"RoyalSocietyVic",1.506410972223e+18,"en","999",1,TRUE,"","@QueersInScience @TheFlorey @midsumma","brain"
21510,"RoyalSocietyVic",1.506410972223e+18,"en","999",1,TRUE,"","@QueersInScience @TheFlorey @midsumma","interact"
21510,"RoyalSocietyVic",1.506410972223e+18,"en","999",1,TRUE,"","@QueersInScience @TheFlorey @midsumma","world"
21510,"RoyalSocietyVic",1.506410972223e+18,"en","999",1,TRUE,"","@QueersInScience @TheFlorey @midsumma","neurodiversity"
21510,"RoyalSocietyVic",1.506410972223e+18,"en","999",1,TRUE,"","@QueersInScience @TheFlorey @midsumma","difference"
21510,"RoyalSocietyVic",1.506410972223e+18,"en","999",1,TRUE,"","@QueersInScience @TheFlorey @midsumma","normal"
21510,"RoyalSocietyVic",1.506410972223e+18,"en","999",1,TRUE,"","@QueersInScience @TheFlorey @midsumma","not_deficit"
21510,"RoyalSocietyVic",1.506410972223e+18,"en","999",1,TRUE,"","@QueersInScience @TheFlorey @midsumma","celebrate"
21518,"drmicheleross",1506409873541672960,"en","999",0,TRUE,"","","neurodiversity"
21518,"drmicheleross",1506409873541672960,"en","999",0,TRUE,"","","celebration"
21518,"drmicheleross",1506409873541672960,"en","999",0,TRUE,"","","week"
21518,"drmicheleross",1506409873541672960,"en","999",0,TRUE,"","","amp"
21518,"drmicheleross",1506409873541672960,"en","999",0,TRUE,"","","provide"
21518,"drmicheleross",1506409873541672960,"en","999",0,TRUE,"","","awareness"
21518,"drmicheleross",1506409873541672960,"en","999",0,TRUE,"","","not_mean"
21518,"drmicheleross",1506409873541672960,"en","999",0,TRUE,"","","bad"
21518,"drmicheleross",1506409873541672960,"en","999",0,TRUE,"","","creative"
21518,"drmicheleross",1506409873541672960,"en","999",0,TRUE,"","","compassionate"
21518,"drmicheleross",1506409873541672960,"en","999",0,TRUE,"","","thoughtful"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","totally"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","lot"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","people"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","disability"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","class"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","sort"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","unspoken"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","rule"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","invisible"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","hear"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","loss"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","impair"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","vision"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","neurodiversity"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","lot"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","chronic"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","mental"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","health"
21558,"LiangRhea",1506400525100908544,"en","999",0,TRUE,"","@OrlaBreege @Physio_Marie @drjoannamills","disability"
21903,"BDAdyslexia",1506541439068655616,"en","999",3,TRUE,"#NeurodiversityCelebrationWeek","","people"
21903,"BDAdyslexia",1506541439068655616,"en","999",3,TRUE,"#NeurodiversityCelebrationWeek","","neurodiversity"
21903,"BDAdyslexia",1506541439068655616,"en","999",3,TRUE,"#NeurodiversityCelebrationWeek","","choose"
21903,"BDAdyslexia",1506541439068655616,"en","999",3,TRUE,"#NeurodiversityCelebrationWeek","","additional"
21903,"BDAdyslexia",1506541439068655616,"en","999",3,TRUE,"#NeurodiversityCelebrationWeek","","support"
21903,"BDAdyslexia",1506541439068655616,"en","999",3,TRUE,"#NeurodiversityCelebrationWeek","","adjustment"
21903,"BDAdyslexia",1506541439068655616,"en","999",3,TRUE,"#NeurodiversityCelebrationWeek","","require"
21903,"BDAdyslexia",1506541439068655616,"en","999",3,TRUE,"#NeurodiversityCelebrationWeek","","neurodivergent"
21903,"BDAdyslexia",1506541439068655616,"en","999",3,TRUE,"#NeurodiversityCelebrationWeek","","share"
21903,"BDAdyslexia",1506541439068655616,"en","999",3,TRUE,"#NeurodiversityCelebrationWeek","","comment"
22068,"skillsdevscot",1506563110672515072,"en","999",1,TRUE,"#UntappedTalent #BrainBytes","","neurodivergent"
22068,"skillsdevscot",1506563110672515072,"en","999",1,TRUE,"#UntappedTalent #BrainBytes","","untapped"
22068,"skillsdevscot",1506563110672515072,"en","999",1,TRUE,"#UntappedTalent #BrainBytes","","talent"
22068,"skillsdevscot",1506563110672515072,"en","999",1,TRUE,"#UntappedTalent #BrainBytes","","neurodivergent"
22068,"skillsdevscot",1506563110672515072,"en","999",1,TRUE,"#UntappedTalent #BrainBytes","","thinker"
22068,"skillsdevscot",1506563110672515072,"en","999",1,TRUE,"#UntappedTalent #BrainBytes","","skill"
22068,"skillsdevscot",1506563110672515072,"en","999",1,TRUE,"#UntappedTalent #BrainBytes","","employer"
22068,"skillsdevscot",1506563110672515072,"en","999",1,TRUE,"#UntappedTalent #BrainBytes","","digital"
22068,"skillsdevscot",1506563110672515072,"en","999",1,TRUE,"#UntappedTalent #BrainBytes","","tech"
22068,"skillsdevscot",1506563110672515072,"en","999",1,TRUE,"#UntappedTalent #BrainBytes","","industry"
22068,"skillsdevscot",1506563110672515072,"en","999",1,TRUE,"#UntappedTalent #BrainBytes","","cyber"
22068,"skillsdevscot",1506563110672515072,"en","999",1,TRUE,"#UntappedTalent #BrainBytes","","security"
22068,"skillsdevscot",1506563110672515072,"en","999",1,TRUE,"#UntappedTalent #BrainBytes","","gaming"
