"X","user_username","text","tweet_id","lang","sourcetweet_type","quote_count","user_verified","extracted_hashtags","tagged"
228,"StudyUCEM"," meet our disability and welfare team the team is hosting a webinar for applicants this evening to talk you through all the support available when studying with a disability neurodiversity or health condition visit to register",1498587227277955072,"en","999",0,TRUE,"#BuiltForSupport",""
250,"cmi_managers","what would happen if the world viewed differently if everyone noticed the strengths that can come from these differences first instead of the challenges shares some fantastic insights",1498695554569805824,"en","999",1,TRUE,"#Neurodiversity","@NancyDoylePsych"
276,"rmpbs","we wanted ross to be able to experience a complete life one where he can have meaningful work one where he can live in a community where he is respected and has friends welcome to tall tales ranch",1498677257950445568,"en","999",0,TRUE,"",""
308,"SurreyPolice","womens history month ampinternational womens day are coming up this month in celebration of all women we are hosting a workshop on with internalamp external speakers we will cover various topics like nutrition lifestyle for shift workers neurodiversity",1498659669283332096,"en","999",1,TRUE,"#IWD2022 #BreakTheBias",""
385,"BadAstronomer","nasas neurodiversity network is looking for high school interns for summer 2022 you can read more about this and apply here",1498725492400312320,"en","999",0,TRUE,"",""
415,"OneMindOrg","today is  there are far too many individuals who have been discriminated against because of their mental health or mental health condition it is crucial that we continue to fight the stigma surrounding brain health and embrace neurodiversity",1498705232053903360,"en","999",0,TRUE,"#ZeroDiscriminationDay",""
666,"AucklandUni","professor of says teacher training needs to include more guidance on educating neurodiverse children  those with the likes of dyslexia adhd and autism spectrum disorder",1498923566959669248,"en","999",0,TRUE,"#education #neurodiversity","@WaldieKaren @PsychUoA"
673,"sarahnadav","neurodiversity is a super power in the tech world",1498919891465908224,"en","999",0,TRUE,"",""
762,"mozillafestival","join the creating neurodiverse wellbeing space at 2022 to explore in the digital age if you are interested in breaking down barriers amp building networks of trust amp equity secure your mozfest ticket here",1498971945844588544,"en","999",1,TRUE,"#MozFest #neurodiversity",""
763,"mozillafestival","join the creating neurodiverse wellbeing space at 2022 to explore in the digital age if you are interested in breaking down barriers amp building networks of trust amp equity secure your mozfest ticket here",1498971831646232576,"en","999",2,TRUE,"#MozFest #neurodiversity",""
906,"LSEPhilosophy","philosophy is the art of dancing with big ideas and the biggest of ideas often require a new perspective sam crutcher from explores philosophy and neurodiversity in this new post from the philosophy blog",1499057946520481792,"en","999",1,TRUE,"#LSE","@LSESocialPolicy"
1364,"AllieLarkin","yeah i also just saw a meme calling out a person of horrible actions for failing the ged failing a test could be neurodiversity related or anxiety or so many things that do not matter in relation to a persons hatefuldestructive actions the actions are the thing to point at",1499168272985780224,"en","999",0,TRUE,"","@courtneylcraig"
1375,"dyslexicadv","premium is multiple choice testing the best testing format for students with dyslexia find out",1499157612557918208,"en","999",0,TRUE,"#dyslexia #dyslexicadvantage #neurodiversity #multiplechoice #testing #dyslexicstudents #assessments",""
1492,"TheDrum","it took james marsden  5 years to disclose his hidden disability to his manager for fear of seeming weak he says companies have a long way to go when it comes to accommodating people like him",1499350227223941120,"en","999",0,TRUE,"#Neurodiversity #Disability #Accessibility","@RAPP"
1498,"NeilMilliken","hi learn about the work of some amazing people working in our space you can sign up for the celebrating awards from this link",1499347506911719424,"en","999",0,TRUE,"#neurodiersesquad #Neurodiversity",""
1716,"KnowsleyCouncil","knowsley council and have teamed up to deliver free webinars to raise awareness of learning disabilities and neurodiverse conditions the onehour session is completely free to attend",1499399260080521216,"en","999",1,TRUE,"","@lpoolcouncil"
1768,"SANSInstitute","join us for  this summit will be packed with content developed by and for nd professionals and invaluable to anyone who manages reports to works with or wants to support nd colleaguesfriends register now for free",1499448737235668992,"en","999",3,TRUE,"#NeurodiversitySummit #cybersecurity",""
1974,"dralissajay","the field has 35 million job openings according to cybersecurity ventures  thought leadership from on  via",1499512637792702464,"en","999",0,TRUE,"#Cybersecurity #Neurodiversity","@CybersecuritySF @BankofAmerica @businessinsider"
2000,"ScienceUoA","professor karen waldie from the wants educators to be able to access more knowledge to improve outcomes for neurodiverse learners and prevent them ending up with mental health issues in later life explore more",1499505503767916544,"en","999",0,TRUE,"","@PsychUoA"
2078,"OISTedu","if you have met one person with you have met one person with autism many thanks to the panelists and the asperger  autism network for sharing their lived experiences in the research community and knowledge on understanding",1499562175475634176,"en","999",0,TRUE,"#autism #neurodiversity",""
2256,"A_L_T"," blog neurodivergence and online learning through the pandemic what is neurodiversity post 1 of 3",1499739450741383168,"en","999",1,TRUE,"#ALTC #altc",""
2346,"jobs_gc","help us spread the word the neurodiversity at work recruitment program aims to hire people on the autism spectrum or who identify as neurodivergent for a number of positions in the  see all the job openings amp apply by march 15 2022 here",1499793801396822016,"en","999",0,TRUE,"#GC",""
2359,"npaa_uk","neurouniformity is an opposite of neurodiversity although you could go for neurosimilar in that sentence to avoid mental images of everyone wearing the same clothes ",1499787426805567488,"en","999",0,TRUE,"","@SueReviews"
2369,"PACEYchildcare","our next pacey live webinar is at 7pm on thursday 17 march  we will be joined by dr pooja sharma senior development officer at as we explore neurodiversity in the early years pacey members can register for the webinar for free here ",1499783481915846656,"en","999",0,TRUE,"","@CDC_tweets"
2446,"MDBiz","s meaningful community services and core foundations programs in rockville are hosting a neurodiversity at work job fair on 310 from 46 pm the event will feature onsite interviews for direct service professionals",1499825771690528768,"en","999",0,TRUE,"","@KennedyKrieger"
2454,"colgateuniv","set in a vaguely familiar time and place kinderkrankenhaus is about children who find themselves within the grey walls of a hospital the production recently staged in brehmer auditorium celebrates neurodiversity in both its message and production",1499823745015459840,"en","999",0,TRUE,"",""
2528,"dyslexicadv","homeschooling during the pandemic is still a powerful option for students if financially viable read why ",1499882384245809152,"en","999",0,TRUE,"#dyslexia #dyslexicadvantage #neurodiversity #homeschool #covid #pandemiceducation #dyslexicstudents",""
2584,"EmilySchooley","neurotypical people just click the mouse the program opens and off they go but for people with neurodiversity and executive function issues sometimes the mouse does not work the program will often freeze or crash sometimes you have to restart the system",1499849487912964096,"en","999",0,TRUE,"",""
2809,"jayannlopez_","i see the discoursejokes being made about shayne but i have been looking at his social interactionmannerisms through the lens of me personally having a family member who has aspergers and i am wondering if neurodiversity has taken been into account",1500082152288968704,"en","999",0,TRUE,"#LoveIsBlind",""
